#Datasets	 AA_0001	 AA_0003	 AA_0004	 AA_0006	 AA_0008	 AA_0009	 AA_0010	 AA_0012	 AA_0013	 AA_0014	 AA_0015	 AA_0016	 AA_0017	 AA_0018	 AA_0019	 AA_0021	 AA_0023	 AA_0025	 AA_0026	 AA_0027	 AA_0030	 AA_0032	 AA_0033	 AA_0034	 AA_0035	 AA_0036	 AA_0037	 AA_0038	 AA_0039	 AA_0040	 AA_0041	 AA_0042	 AA_0043	 AA_0044	 AA_0045	 AA_0046	 AA_0047	 AA_0048	 AA_0049	 AA_0050	 AA_0052	 AA_0053	 AA_0054	 AA_0055	 AA_0057	 AA_0058	 AA_0060	 AA_0061	 AA_0062	 AA_0065	 AA_0071	 AA_0080	 AA_0092	 AA_0093	 AA_0096	 AA_0097	 AA_0098	 AA_0099	 AA_0100	 AA_0102	 AA_0103	 AA_0104	 AA_0105	 AA_0106	 AA_0109	 AA_0111	 AA_0112	 AA_0113	 AA_0115	 AA_0116	 AA_0117	 AA_0118	 AA_0119	 AA_0120	 AA_0121	 AA_0123	 AA_0125	 AA_0126	 AA_0127	 AA_0128	 AA_0129	 AA_0130	 AA_0131	 AA_0132	 AA_0133	 AA_0134	 AA_0135	 AA_0136	 AA_0137	 AA_0138	 AA_0139	 AA_0141	 AA_0142	 AA_0143	 AA_0151	 AA_0152	 AA_0153
"Tidjanibacter"	0	0	0	0.26987	0	0.312723	0	0	0.429018	0.53086	0	0	0.486654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878249	0	0	0	0	0	0	0	0	0	0	0	0.641757	0	0	0	0	0.670622	0	0	0	0	0.099533	0	0	0	0	0	0.374265	0.600569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382279	0.676629	0	0	0	0	0	0	0	0	0
"Parabacteroides"	2.853506	2.75901	3.125407	2.486353	4.109109	4.26663	2.072638	0.856827	3.062714	3.573617	5.111022	3.54546	4.208321	6.082232	3.218106	4.759561	3.456656	3.164327	3.670406	4.451895	2.858304	2.415804	3.447355	2.374932	4.572994	6.443769	3.763708	4.049712	3.179598	3.012215	2.497819	2.684652	1.322348	2.930912	4.195365	2.175817	3.070806	4.792255	3.06049	2.649188	4.024724	2.786288	3.715848	2.073197	2.166924	3.828333	4.943843	2.956322	4.12693	4.668303	5.136813	5.452667	4.172194	5.412714	4.471313	4.557446	1.610199	4.965889	2.483187	4.38689	3.848934	3.553417	4.593915	5.373251	4.714368	1.3855	1.746455	4.023088	1.956918	3.622647	4.181123	2.324489	3.108524	3.029751	2.85374	0	2.831094	3.717151	4.165444	2.295321	4.366146	1.906092	3.347375	5.691889	3.50432	4.569458	4.552521	5.603225	2.002512	1.962782	2.700071	4.299346	3.764682	0.111288	1.467081	3.24129	4.427599
"UBA11471"	0	0	0.954508	1.084988	0	0	0	0	0	0	0	0	1.54987	0	0	0	1.085833	0	0	0	0	0	0	0	0	0	0	0	0.045624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.072363	0	0	0.559151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207477	0.442787	0	1.404239	0	0	0	0	0	0	0	0.982872	0	0
"RC9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.685489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11734	0	0	0	0.232385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199465	0	0
"UBA1820"	0	0	0	0	0.258706	0	0	0	0.298922	0	0	0	0	0	0	0	0	0	0	0	0.455497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.749658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061831	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAG-196"	0.080316	0.057274	0	0	0	0.044869	0	0	0.040717	0	0	0	0.042067	0	0	0	1.469137	0	0.039983	0	0	0.042368	0	0.114472	0	0	0.034355	0.038559	0	0	0	0	0	0.034901	0	0.04059	0	0	0	0.038094	0	0	0	0	0	0.047095	0	0.034079	0	0	0.043481	0	0	0.043579	0.052285	0	0	0.033821	0	0.034876	0	0.039461	0.033862	0	0.036065	0.039862	0.042672	0.0338	0	0	0	0.056052	0.055847	0	0	0	0.041019	0	0	0	0	0.054692	0.038296	0	0.038841	0	0.03483	0	0.032002	0	0	0.04321	0	0.065464	0	0.031697	0.030742
"CAG-484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"QAMI01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UBA6984"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.240153	0	0
"Zag1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.368071	0	0
"Zag111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bilophila"	1.159284	1.486447	0.26366	0.077718	0.284097	1.037425	0.085318	0.334317	1.650529	0.4191	2.593084	2.137893	1.179518	1.153666	1.381922	1.948132	0.492406	0	0	0.958229	0.841755	0.539153	1.146574	0.068104	1.049881	1.344423	0.808253	1.16271	0.603178	1.173207	0.105606	1.307309	0.989689	0.638837	0.519253	1.345866	1.994735	1.346056	1.030589	0.76188	0.747016	0.944563	1.150719	1.285918	0	0.164071	0.05641	1.371665	1.052383	0.119678	1.599693	1.698095	1.163957	0	1.092386	1.487743	1.387613	0.863885	0.18394	0.531442	1.122452	1.198268	1.34421	1.776267	0.769619	1.386708	0.22511	0	0.101538	0.548057	1.756961	0.131886	0.706138	0.233002	0.931816	0.543338	0.715126	0.930152	0.128692	0.093122	0.114397	0.062838	1.222343	1.167919	1.288658	1.147381	1.28106	1.329594	0.71604	0	0.807956	1.401908	0.064	0.296768	0.113464	1.280577	1.245844
"Desulfovibrio"	0	0.051905	0.170638	0.91303	0	0	0	0	0	0	0	0.263818	0	0	0	0	0.131616	0	0	0	0.500704	0	0	0.524543	0	0	0	0.520056	0.477711	0	0	0	0	0.23596	0	0	0	0	0	0	0	0	0.315464	0	0	0	0	0	0	0.724095	0	0	0	0	0	0	0	0.758557	0.67253	0.420172	0.075961	0	0	0	0.634737	0.293528	0.194188	0	0	0	0	0	0	0	0.027034	0.18782	0	0	0.391752	0.274331	0	0	0	0.148394	0	0.03101	0	0	0.209612	0	0	0	0	0.067646	0.138036	0	0.693304
"Mailhella"	0	0	0.036142	0.097912	0	0	0	0	0	0.037854	0	0.795476	0	0	0	0.042198	0	0	0	0	0.845188	0	0	0.114472	0	0	0	0.569491	0	0	0	0	0	0	0.089298	0	0	0	0	0	0	0	2.028771	0	0	0	0.031152	0.501713	0	0.128288	0	0	1.977724	0	0	0	0	0	0	0	0	0	0	0.353859	0	0	0.162648	0	0	0	0	0	0	0	0	0	0.040245	0	0	0	0	0	0.234465	0	0	0	0.100242	0.037688	0	0	0.108003	0	0.406586	0.034914	0	0.239089	0
"CAG-307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1178	0	0
"Beduini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catenibacterium"	0	0	0.521395	0	0.478984	0	0	0	0	0.756183	0.971763	0	0	0	0	0	0	0	0	0	0	0	0.706112	0	0	1.049574	0.704283	0	0	0.797351	0	0	0.4622	0	0	0	0	0	0	0	0.541237	0.588033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.856035	0	0	0	0	0	0	0	0	0	1.108883	0	0	0	0	0	0	0	0	0	0.89598	0	0	0	0	0	0	0	0.314651	0	0	0	0	0	0	0	0	0	0	0.488545	0	0
"Coprobacillus"	0	0	0	0.534232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1645	0	0	0	0	0	0	0.110018	0	0	0	0	0	0	0	0.058421	0.306756	0	0	0.057437	0	0	0	0	0	0.085555	0	0	0	0	0	0	0	0	0	0	0	0	0.029362	0	0	0	1.310511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erysipelatoclostridium"	1.041083	1.686907	0.925476	0	0.046663	1.313437	0	0.988192	0.727941	0.049571	0.067941	0.220385	1.450064	0.056342	0.500594	0	0.876287	2.224485	0.213622	0.100187	0.680957	0.068121	0	0.058685	1.500217	0	0	0.216525	1.64381	0	0.210065	0.429341	0.150267	1.499977	0.143043	0.582141	2.426249	0.975497	1.054047	0.767676	0	1.583431	1.499317	1.914186	3.062458	2.18458	1.309209	0.747837	0.23279	0.74562	0.663337	1.542094	0	1.790567	1.341674	1.426726	0.52663	0	0.448353	1.395866	1.521431	1.290664	0.143656	1.322177	1.027842	0	0.829937	1.428274	1.537338	0.869051	0.225736	0.518476	1.368735	0.987345	1.525712	0	0.365302	1.206777	1.490362	1.031888	0.183988	1.810671	0.45408	0	0.79063	2.084074	0.908975	0.030676	1.011257	1.236047	0.909467	1.942027	1.741793	0.026185	0	0	0.758023
"Longibaculum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Massiliomicrobiota"	0	0	0	0	0	0.04079	0	0	0.084413	0	0	0.052281	0	0	0	0	0	0	0.036556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939288	0	0	0	0	0	0.074532	0	0	0	1.509744	0	0.290163	0	0	0	0	0	0	0.045509	0	0	0	0	0.404886	0	0	0	0	0	0	0	0	0	0	0.053706	0	0	0.156614	0	0.156548	0	0	0	0	0	0	0	0	0	0	0	0	0.033131	0	0	0	0.061379	0	0	0	0	0	0
"Stoquefichus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14719	0	0	0	0	0	0	0	0	0	0.369874	0	0	0	0	0	0	0	0.063244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074504	0	0	0	0	0	0	0	0	0	0	0.147786	0.075029	0	0	0.047428	0	0	0	0	0	0	0	0	0	0	0
"CAG-536"	0	0	0	0	0	0	0	0	0	0.695796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449394	0	0	0	0	0	0	0
"Dielma"	0	0	0	0	0	0	0	0	0	0	0	0	0.036293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058616	0	0	0	0	0	0	0	0	0	0
"Faecalicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.284396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Faecalitalea"	0	0	0	0.051404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472026	0	0.185907	0	0	0	0	0	0.121348
"Holdemanella"	0	0	0.160566	0	0	0	0	0.399262	0	0.472276	0.678381	0	0	0	0	0	0	0	0	0	0	0.80333	0	0	0	0.624904	0.223309	0	0.464292	0.274733	0	0	0.718172	0	0.849987	0.309763	0	0	0	0	0.198014	0	0	0	0	0	0	0	0	0.253993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215801	0	0.21301	0	0	0.671116	0	0	0.362225	0	0	0	0	0	0	0.523638	0.194424	0	0	0	0	0	0	0.586638	0.355278	0	0	0.284021	0	0
"Holdemania"	0	0.114549	0	0	0.047349	0.795404	0	0	0.538259	0	0	0	0.084958	0	0	0	0	0	0.343851	0.03571	0.09728	0	0.146566	0	0.07596	0.078113	0.047917	0	0	0	0	0	0.055961	0.145673	0.850814	0	0.122127	0.062069	0	0	0	0.036409	0.098712	0.338763	0	0	0.038729	0.058691	0	0	0	0.279327	0	0	0	0	0.056831	0.056046	0	0	0.468303	0.282964	0.060541	0	0.078621	0	0	0	0.03944	0	0.702784	0.370105	0.045435	0	0	0	0.034828	0	0.07097	0	0.134416	0.236225	0.325124	0.570906	0	0.827245	0.244659	0.093782	0.056803	0	0.044263	0.205245	0	0	0	0.274409	0.121348
"Ileibacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Longicatena"	0.033339	0	0.056287	0	0	1.115606	0.032362	0.083395	0.180744	0.039657	0.12147	5.69381	1.16797	0.147562	0.115832	0.055385	0	0.829272	3.735521	0.076381	0.06924	0	0.537409	0	0.04431	0.456576	0.071423	0.507203	0.065752	0	3.963681	1.609776	0	0.254169	0.200094	0.102542	0.100415	0.693872	0.082885	0.032297	0.033391	1.322388	1.309486	3.159487	0.047133	4.697303	0.048832	0.088983	0.035401	0.067157	0.198192	2.162937	0	0.325558	0	1.043573	1.235118	0.032855	0.034489	0.098815	0.032449	0.086622	0.167257	0.218765	0.060589	0.04107	0	0.108334	0.62853	0.049554	0.63384	0.085726	0.039756	0.356784	0.04393	0	0.448115	0.288728	0.048259	0	0.045759	0.326991	0.08597	0.083128	0	0.690435	0.807883	0.074499	0.066404	0.035952	0.073182	0.129629	0.05396	0.037096	0	0.042565	0.058247
"Merdibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085962	0	0	0	0	0	0	0	0	0	0.0921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OEMR01"	0	0	0	0	0	0	0	0	0	0	0	0.049868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Turicibacter"	0	0	0	0	0	0	1.893176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.945073	0	0	0	0	0	0	0	0	0	0.609108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266068	0	0	0	0.067592	0	0.548282	0	0	0	0	0.649136	0	0	0	0	0	0	0.14137	0	0	0	1.61525	0	0	0	0	0	0	0
"Carnobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081418	0	0	0	0	0	0	0	0.09185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus"	0	0	0	0	0	0	0	0	0	0	0	0.078019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195087	0	0	0	0	0.134774	0	0	0	0	0	0	0.061826	0	0	0	0	0	0	0.065439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136497	0	0	0	0	0	0	0	0.115773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_A"	0	0	0	0	0	0	0	0	0	0	0	0.33299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22041	0	0	0	0	0	0	0	0.066268	0	0	0.042537	0	0	0	0	0	0.103298	0	0	0	0	0	0	0	0	0.046462	0	0	0	0	0	0	0	0	0	0	0	0	0.096113	0	0	0	1.169606	0.084217	0	0	0.030255	0.172722	0	0	0	0	0	1.009657	0	0	0	0	0	0	0	0
"Enterococcus_C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.466008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_G"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Companilactobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071529	0	0	0	0
"Lacticaseibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990505	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055883	0	0.057481	0	0	0	0	0.286748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60889	0	0	0	0	0	0	0	0
"Lactobacillus"	0	0	0	0	0.846114	0	0	0	0	0.197383	0	0	0	0	0	0	0	0	0	0	0.113302	0	0	0	0	0.694215	0	0	0	0.293525	0	0	0	0	0	1.171758	0	0	0	0	0	0	0	0	0	0	0	0	0.057929	0	0.031347	0	0	0.10382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126473	0	0
"Leuconostoc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249514	0	0	0	0	0	0	0	0	0	0	0	0.06271	0	0	0	0.638955	0	0	0	0	0.217458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411552	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031016	0	0	0	0	0	0	0	0	0.698277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ligilactobacillus"	0	0	0	0.649891	0	0	0	0	0	0.869745	0	0	0	0	0	0	0	0	0	0.087292	0	0	0	0.719435	0	0	0	0	0.660208	1.553537	1.033105	0	0	0	0.8781	0.177313	0	0	0	0	0.783513	0	0.562589	0	0	0	0	0	2.445906	0	0	0	0.753602	0	0	0	0	0	0.6869	0	0	0	1.001488	0	0	1.368589	0	0	0.211468	0.587996	0.815096	0	0	0	0	1.094341	0	0	0	0	0	0	0	0.437626	0	0	0.36444	0	0	0	0.619688	1.521935	0	0	0.717641	0	0
"Limosilactobacillus"	0	0	0	0.280273	0	0	0	0	0	0.71202	0	0	0	0	0	0	0	0.027642	0	0.095228	0	0	0.575577	0	0	0.825137	0	0	0	0.12797	1.085908	0	0	0	0.03142	0.151677	0	0	0	0	0	0	0.034515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043111	0	0	0	0	0	0	0.318895	0	0	0	0	0	0	0	0	0.19008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pediococcus"	0	0	0	0.167062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Weissella"	0	0	0	0.241108	0	0.537068	0	0	0	0.09103	0	0.139148	0	0	0.095687	0.071209	0.266696	0	0	0	0.118452	0	0	0	0	0	0	0	0	0.68191	0.106754	0	0	0	0	0	0	0	0.168116	1.303476	0	0	0	0	0	0	0	0	0.814229	0	0	0	0	0	0	0	0	0	0.034489	0.179362	0	0	0	0.108947	0	1.130626	0	0	0	0	0	0	0	0.806769	0	0	0	0	0	0	0	0	0.054708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactococcus"	0	0	0	0.228869	0	0.384785	0	0	0	0	0	1.243485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.245693	0	0	0	0	1.018662	0	0	0	0	0.807427	0	0	0	0	2.113748	0	0	0	0.462362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048057	0	0	0	0	0	0.375003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptococcus"	0.089409	0.476092	0	0.584412	0.111855	1.677147	0.909078	2.980812	0.126123	4.31538	0.234706	4.219484	0.517173	1.196593	1.980218	0	0.500488	0.176038	0.041125	0.894744	0	0.063137	0.031298	0	0.104898	1.072678	0.112107	3.395193	0	3.3129	0.090684	2.151782	0.162703	0.511373	0.630876	0	0.046137	0.610496	1.239366	2.549812	0.482221	0.442399	0	0.511602	4.652905	0.615268	0.093455	0	3.434996	0.056826	0.05157	1.083577	0.999661	2.405793	0	0.528517	0.070091	0.953752	0.313272	0.727412	0.668161	0.230029	0.656713	0.556064	0.084391	7.956659	0.045146	0.276468	1.069927	0.044377	0	1.159772	0.686261	1.92809	0	4.019932	0.068107	0.051003	0	0.464769	1.306984	0.56438	0.482997	0	0.03021	0.65304	0.389925	2.347167	0	0.234541	1.042847	1.3635	0.617408	0.346957	0	0	0.082517
"CAG-313"	0	0	0	0.367782	0	0	0	0	0	0	0	0	0	0	0	0	0.092939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173161	0	0	0	0	0	0	0	0	0	1.025478	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087937	0	0	0	0.195129	0	0
