#Datasets	 AA_0001	 AA_0003	 AA_0004	 AA_0006	 AA_0008	 AA_0009	 AA_0010	 AA_0012	 AA_0013	 AA_0014	 AA_0015	 AA_0016	 AA_0017	 AA_0018	 AA_0019	 AA_0021	 AA_0023	 AA_0025	 AA_0026	 AA_0027	 AA_0030	 AA_0032	 AA_0033	 AA_0034	 AA_0035	 AA_0036	 AA_0037	 AA_0038	 AA_0039	 AA_0040	 AA_0041	 AA_0042	 AA_0043	 AA_0044	 AA_0045	 AA_0046	 AA_0047	 AA_0048	 AA_0049	 AA_0050	 AA_0052	 AA_0053	 AA_0054	 AA_0055	 AA_0057	 AA_0058	 AA_0060	 AA_0061	 AA_0062	 AA_0065	 AA_0071	 AA_0080	 AA_0092	 AA_0093	 AA_0096	 AA_0097	 AA_0098	 AA_0099	 AA_0100	 AA_0102	 AA_0103	 AA_0104	 AA_0105	 AA_0106	 AA_0109	 AA_0111	 AA_0112	 AA_0113	 AA_0115	 AA_0116	 AA_0117	 AA_0118	 AA_0119	 AA_0120	 AA_0121	 AA_0123	 AA_0125	 AA_0126	 AA_0127	 AA_0128	 AA_0129	 AA_0130	 AA_0131	 AA_0132	 AA_0133	 AA_0134	 AA_0135	 AA_0136	 AA_0137	 AA_0138	 AA_0139	 AA_0141	 AA_0142	 AA_0143	 AA_0151	 AA_0152	 AA_0153
"Erysipelatoclostridiaceae"	1.02516	1.659591	1.434327	0.580441	0.524427	1.348171	0	0.977494	0.815789	0.803206	1.041719	0.275257	1.448358	0.067226	0.504379	0	0.879066	2.196687	0.420565	0.10334	0.713854	0.078484	0.708479	0.066651	1.491246	1.160073	0.728324	0.23875	1.627183	0.802252	0.213571	0.436013	0.610085	2.643051	0.457181	0.584722	2.404906	1.041524	1.067834	0.834282	0.579779	2.16516	1.509332	3.831256	3.022907	2.467604	1.295725	0.754678	0.237587	0.740183	0.664257	1.586725	0.073465	1.773269	1.329988	2.290556	0.584501	0.421905	0.446807	1.375249	2.840324	1.280018	0.152123	1.332388	1.58316	1.11081	0.83569	1.98082	1.569934	0.862207	0.303183	0.67519	1.358865	1.138053	1.509569	0.907905	0.372639	1.192081	1.496844	1.023629	0.201045	1.937287	0.642845	0.335159	0.783931	2.13413	0.946933	0.04394	1.012904	1.218373	0.963509	1.917272	1.72168	0.030031	0.511752	0.031178	0.77131
"Erysipelotrichaceae"	0.055052	0.155587	0.225061	0.137173	0.10704	1.898608	0.053411	0.492732	0.72807	1.21722	0.816182	5.677275	1.297437	0.179268	0.131059	1.357158	0.120335	0.838943	4.049343	0.132587	0.667943	0.829804	0.706225	0.18648	0.13646	1.154662	0.340596	0.528172	0.559509	0.328994	3.915475	1.602048	0.813446	0.427738	1.900184	0.439593	0.235146	0.811292	0.19052	0.075622	0.262008	1.368003	1.499848	3.547083	0.083341	4.642265	0.096807	0.16843	0.063076	0.34852	0.224075	2.425778	0.070435	0.331381	0.049633	1.069576	1.295784	0.105714	0.093321	0.123984	0.513259	0.372231	0.232717	0.28716	0.147866	0.064856	0.45605	0.331834	0.673653	0.274801	1.346263	0.475702	0.758133	0.372441	0.064184	0.408416	0.573757	0.310314	0.142424	0.086748	0.190711	0.585425	0.944323	0.848667	0.042466	1.532219	1.155693	0.178345	0.60445	0.498119	0.894811	0.714555	0.090938	0.049336	0.345626	0.333161	0.328183
"Turicibacteraceae"	0	0	0	0	0	0	1.85784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928167	0	0	0	0	0	0	0	0	0	0.600057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260545	0	0	0	0.066227	0	0.538288	0	0	0	0	0.638579	0	0	0	0	0	0	0.139456	0	0	0	1.587756	0	0	0	0	0	0	0
"Carnobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080164	0	0	0	0	0	0	0	0.090485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0.426767	0	0	0	0	0.733873	0	0	0	0	0	0	0	0	0	0	0	0	1.268473	0	0	0	0	1.335001	0	0	0	0	0	0	0.085796	0.067066	0	0.148824	1.515537	0	0	0.07464	0	0	0.103843	0	0	0	0	0	0	0	0	0.052921	0	0	0	0	0.139146	0	0	0	0	0	0	0	0.398176	0	0	0	1.156471	0.086571	0	0	0.030932	0.174903	0	0	0	0	0	0.997225	0	0	0	0	0	0	0	0
"Lactobacillaceae"	0	0	0	1.336991	0.840161	0.547113	0	0.039129	0	1.85021	0	0.150717	0	0.28472	0.124109	0.4961	0.273437	0.034301	0	0.182307	0.240751	0	0.578504	0.713303	0	1.561553	0	0	0.656271	3.268825	2.256625	0.041001	0	0.036451	1.125493	1.482837	0	0	0.195129	1.292893	0.78908	0	0.588016	0	0	0	0.227538	0	3.286272	0.032991	0.458108	0	0.743737	0.107509	0	0	0.080171	0	0.820089	0.206369	0	0	0.991316	0.521332	0.048341	2.807684	0	0	0.224276	0.587406	0.81542	0	0.030735	1.497627	0.592658	1.08911	0	0	0	0	0	0	0.078246	0.43813	0	0.988789	0.364077	0	1.633034	0	0.615976	1.515187	0.087251	0	0.83626	0	0
"Streptococcaceae"	0.087786	0.467639	0	0.796085	0.110406	2.016274	0.893553	2.93393	0.124756	4.246529	0.231606	5.38774	0.509562	1.179743	1.951985	0	0.491509	0.172934	0.040482	0.88034	0	0.062133	0.030803	0	0.10346	1.056186	0.111161	3.350289	0	4.481879	0.091531	2.121064	0.163706	0.504359	1.620028	0	0.054778	0.602074	1.246831	3.296471	0.476656	0.437761	0	0.501531	6.666111	0.605318	0.09267	0	3.819266	0.057523	0.059753	1.067508	0.982308	2.377851	0	0.522392	0.096018	0.941905	0.311068	0.716989	0.661147	0.226947	0.645766	0.547826	0.083175	7.770951	0.046929	0.277518	1.052944	0.043619	0	1.137162	0.675241	1.940124	0	3.944268	0.066787	0.051719	0	0.826999	1.288001	0.556784	0.475613	0	0.029727	0.644198	0.384118	2.30815	0.033711	0.230549	1.022393	1.339496	0.613218	0.341063	0	0	0.080857
"CAG-313"	0	0	0	0.360005	0	0	0	0	0	0	0	0	0	0	0	0	0.090957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168462	0	0	0	0	0	0	0	0	0	1.005593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086017	0	0	0	0.190059	0	0
"Paenibacillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAG-1000"	0	0	0	0	0	0	0	0.077533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373669	0	0	0	0	0	0	0	0	0	0.044634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028038	0.037111	0	0	0	0	0	0	0	0	0	0.04332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032634	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882687	0	0.031951	0	2.249738	0	0
"CAG-302"	0	0	0.121859	0.536713	0	0.559079	0	0.98474	0	0	0	0	0	0	0	0	0.557043	0	0	0	0	1.154368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308993	0.37888	0	0.345493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567355	0	0	0	0	0	0	0	0	0	0.354424	0	0	0	0	0	0	0.302182	0.270087	0	0	0	0.396695	0	0.61309	0	0	0	1.124165	0	0
"CAG-433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391673	0	0	0	0	0	0	0	0	1.288154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871457	0	0
"CAG-611"	0	0	0	0.442669	0	0	0	0	0	0	0	0	0	0	0	0	0.35592	0	0	0	0.063267	0	0	0.789171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518218	0	0	0	0	0.569955	0	0.232651	0	0	0	1.138947	0	0
"CAG-822"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537797	0	0
"UBA5348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214755	0	0	0	0.531462	0	0
"CAG-288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.533163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962638	0	0	0	0	0	0	0	0	0.381188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468109	0	0
"CAG-449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072504	0	0
"CAG-826"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931994	0	0
"Gemellaceae"	0	0	0	0	0	0	0	0	0	0.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiaceae"	0	0	0.051309	0	1.49317	0.100382	7.187401	0.173905	0	0	0	0	0	0	0	0.066434	0	0	0	0	0.04647	0	0	0	0	0	0	0	0.184309	0.193526	0	2.559077	0	0	1.693112	0	0	0.238454	0.048398	0	0	0	0	0.216512	5.63387	0	0	0	0	0	0	0.060229	0	0	0	0	0	0	0.740908	0	0.172536	0.161427	0.045335	0	0.066824	0	0.093256	2.305016	0.288591	0	0	0.071073	0	2.727897	0	0	0	0	0.123806	0	0	0	0	0	0	0	0	0	0	2.610079	0.039834	0	0	0	0.049979	0	0.042014
"Anaerofustaceae"	0	0	0	0	0	0	0	0	0.182261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eubacteriaceae"	0	0	0	0	0	0	0	0	0.050682	0	0	0.306194	0	0	0.149924	0	0	0	2.449172	0	0	0	0.712236	0	0	0.0303	0	2.235475	0	1.032723	0	0	0	0	0	0	0	0	0	0	0	0	1.854148	0.086267	0	0	0	0	0	0	0	0.101766	0	0	0	0	0.954592	0	0	0	0	0	0.914751	0	0	0	0.093256	0	0	0	2.710039	0	0	0	0	0	0	0	0	0	0	0	0	0.0424	0	2.096342	0.077659	1.243247	0	0	0.166839	0.580134	0	0	0	0	0
"Anaerotignaceae"	0.071419	0.408744	0.206986	0.15155	0.286786	0.719955	0.301701	1.101401	0.092593	1.018635	0	0.843222	0.950967	0	0	0.566848	0.055365	0	0.36434	0.294422	0.053749	0.288592	0.984208	0.919636	1.058678	0	1.085816	1.184977	0.947874	0	1.47805	0.113003	1.189665	0.721576	0.104754	0	0.716128	0.082226	0.219713	1.068466	0.155066	0.059449	0.101616	0.906646	0	0.031387	0.497274	0.45411	0	0	0	1.207697	0.755097	0	0.062501	0.812807	0.361701	0.904762	0	0.637867	0.823535	0.047478	0	1.707576	0.929849	0.699268	0	0.162947	1.027383	0.214461	0	0.190604	0.96676	0.07506	0.403441	0.128628	0.730858	0.761372	0.027926	0.966623	0.892488	0	0.622133	0.703296	0.655682	0.705379	0.683061	0.087019	0.093294	0	0.232073	1.227479	1.479588	0	0	0.127385	0.376539
"CAG-274"	0.316922	0.339302	0.184247	0	0	0.569051	0	0	0	0.797886	0.22756	0	0.653181	0	0	0.301974	0	1.100487	0	0	0	0	0	0	0.307703	0	0	0	0	0	0.262162	0	0	0	0	0	0	0.286876	0.248905	0	0	0.199289	0	0	0	0	0.730603	0	0	0.393354	0.236025	0	0.59605	0	0	0	0.893065	0	0.367626	0	0	0	0	0	0.373219	0	0	0	0	0.167207	0	0	0.203038	0	0.180882	0	0	0.22129	0	0	0	0	0.258519	0	0	0	0	0	0.775358	0	0	0.346665	0	0	0	0	0
"Lachnospiraceae"	26.945795	33.552208	36.433655	30.598652	39.685478	39.95586	38.468979	40.69968	35.27388	32.476639	40.845512	29.582594	37.825272	28.075239	42.190075	38.374863	27.340317	55.275909	33.818371	36.418587	27.926521	42.972416	30.219681	38.018494	43.689407	31.422604	37.921741	29.932371	43.12627	29.836382	47.92926	42.737282	47.898766	40.467014	29.84425	39.40876	43.58625	39.256317	40.692173	35.425274	40.598263	39.642361	30.320766	44.615944	46.02224	46.58556	41.816498	41.338879	35.969219	41.141491	43.233444	48.923664	39.219608	38.600864	37.466682	39.984241	40.23175	35.898094	41.86132	38.856079	38.921432	43.947926	36.626301	36.562458	42.310261	29.778427	27.2258	51.255199	43.487331	33.509022	36.934677	38.751545	50.617031	42.670567	42.677216	44.953011	36.894272	46.469116	39.54443	37.217449	38.826988	50.960625	31.484066	27.168777	43.106846	45.549099	37.507412	31.46114	36.116467	50.830902	41.224216	29.75309	43.416817	48.053368	32.22348	34.630047	35.702225
"Monoglobaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277801	0	0	0	0.523408	0	0	0	0	0	0	0	0.237469	0	0.805569	0	0	0	0	0	0	0	0	0	0.042276	0	0	0	0	0.624404	0	0	0	0	0	0	0	0	0	0	0
"UBA1381"	0	0.049225	0.499682	0.348624	0.59646	0.54113	0.197765	0.912279	0.770955	0.695048	0.68976	0	0.644256	0	0.155881	0.704031	0.453657	1.227687	0	0.593718	0.517334	0.529767	0.379408	0.668633	0.159649	0.412302	0.520231	0.676295	0.539761	0.461823	0.680264	0	0	0.606273	0.495347	0	0	0.658718	0.924176	0.446414	0.780677	0.671504	0	0.508297	0.675064	0.799617	0.451766	0.587179	0.85258	0.772328	0.506906	0.760132	1.086067	0	0.620416	0.747286	0.637637	0.912381	0.64476	0.066886	0.114541	0.573539	1.105156	0.593976	0.474877	0	0.365802	0.800306	0.676951	0.688457	0	0.682459	0.740437	0.441782	0.405942	0	0.607151	0.579931	0.502672	0.538665	0.710233	0	0.778625	0.371502	0.566502	0	0.379942	0.447156	0.569955	0.891903	0.303658	0.642628	1.0888	0	0.054906	0.693937	0.319463
"UBA9506"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064657	0	0	0	0	0	0
"Acutalibacteraceae"	2.889494	2.266994	3.084386	3.2083	2.539332	3.268717	0.06929	1.981073	3.953216	3.471693	3.97775	2.110039	1.303117	1.26015	1.385055	3.206102	6.456278	2.552559	3.103634	0.117964	6.501948	2.910447	4.777539	2.532723	0.929353	1.41438	1.598933	1.231753	2.910103	0.584096	1.205718	1.481044	2.35391	4.434344	3.129618	1.033779	0.631956	0.742771	2.331566	1.398601	3.184582	2.906922	1.76879	6.200206	0.029765	0.052311	2.278688	1.083163	1.10068	2.481094	1.748778	1.267926	2.37511	0	3.736282	1.115617	3.124796	2.497143	3.959052	4.090672	3.131026	0.803335	2.724104	1.645187	4.519862	6.176668	2.544973	0.92591	1.991276	3.851578	0.258307	0.671959	0.771172	2.466259	1.656275	3.215691	4.554389	1.825427	0.887122	3.265036	4.345947	0.038952	3.883152	3.148345	2.547138	0.059381	2.701349	4.346627	2.718065	1.889825	4.18425	2.923073	2.787131	1.677428	4.093312	2.36776	2.504182
"Butyricicoccaceae"	1.044503	1.332595	0.675766	0.835021	1.321503	0.896786	1.97621	1.526021	2.331384	1.870601	1.317826	0.260979	1.688534	2.652114	1.726603	1.690192	0.977933	2.122369	0.87599	1.546201	0.6825	1.621184	0.781356	0.967852	1.228137	2.027963	1.272566	1.953848	1.265148	1.356439	2.211424	2.019061	1.252707	1.295861	1.170968	1.50387	1.499058	1.320177	1.037105	1.217271	1.261916	1.319363	0.799377	1.098632	1.582294	0.150956	1.70943	1.218094	1.494907	0.835772	1.935008	2.057135	1.198915	0.528692	1.417305	3.439819	1.512058	1.978095	1.331938	1.134621	1.286048	1.788987	1.454736	1.406741	1.462308	1.128498	0.151615	1.767801	2.110835	1.245329	0.64358	1.596711	2.159841	0.912873	1.177814	1.09756	1.419974	1.68214	2.317875	1.226867	0.953553	2.064454	1.134568	1.358809	1.826057	1.633887	0.820008	1.349221	1.272402	1.22258	0.927139	1.800538	1.960086	1.362106	0.438544	1.818133	1.511704
"CAG-272"	0	0	0.227393	1.689808	0	0	0	0.046375	0	0	0	0	0	0	0	0	1.063241	0	0	0	1.184157	0	0	3.255243	0	0	0.143175	0	0.042128	0	0	0	0	0.052072	0	0	0	0	0	0.037404	0	0	0	0	0	0	0	0	0	0.04568	0	0	0	0	0	0	0	0	0	0.030996	0	0	0	0	0.050473	0.042451	5.281872	0	0	0	0	0	0	0	0	0.372738	0.211744	0	0	0	0	0	0.042192	0.150754	1.777646	0	0	0	0	0	0.099295	0	0	0	4.437531	0.032069	0.043599
"CAG-382"	0	0	0	0.118005	0	0	0	0.25796	0	0	0	0	0	0	0	0	0.043501	0	0	0	0.077264	0	0	0.058851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.300764	0	0	0	0	0	0	0	0	0	0.3863	0	0	0	0	0	0	0.043746	0	0	0	0	0	0	0.114305	0	0	0	0.587072	0	0
"Oscillospiraceae"	7.082385	7.082267	4.277327	7.387596	6.022499	8.65143	0.958513	7.070707	10.543859	7.625135	4.317573	4.469952	4.702093	4.196984	4.348776	5.661582	8.714959	3.452958	6.206144	6.509447	11.571711	4.015762	6.492013	7.255697	2.6516	4.669509	3.084037	4.946501	4.454348	4.170478	1.48935	1.122034	5.101325	5.38132	6.437887	4.968029	3.40695	5.452469	6.731966	4.329159	6.701448	3.240647	6.16333	6.015832	0.107153	1.809975	1.553877	8.316351	3.312553	4.79977	4.242478	3.607514	5.419734	0.091067	7.47716	5.533814	5.459071	1.506667	3.362366	4.296225	4.0952	3.935012	6.934174	2.564782	7.082634	5.230947	8.436917	1.322244	7.251874	4.26378	6.23112	7.410937	1.361659	2.263954	3.207522	5.334761	7.63492	5.073551	6.756279	7.135658	6.400548	3.499949	6.85727	9.569542	3.111942	3.413528	5.193102	8.951726	8.752372	1.128341	6.399917	6.500566	6.505764	4.697656	8.003604	9.577045	8.730152
"QAMX01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminococcaceae"	5.222515	4.759017	6.318619	7.252219	7.347367	6.792709	5.847793	8.815558	5.064328	5.03821	6.88445	4.967318	6.904246	8.9265	1.507178	8.004038	8.727387	2.365333	3.965005	4.780939	7.754412	6.698115	5.658067	6.365132	6.685634	3.86222	4.929302	4.54696	6.37445	6.159395	3.834115	2.355071	9.643406	6.067188	4.350121	2.292613	4.622764	6.862181	6.764999	5.68629	5.976534	5.770608	6.001422	5.526988	1.643014	0.100139	7.740425	6.78373	4.350157	7.608236	1.824465	3.921121	4.620709	0.552724	5.183	5.965009	4.772026	4.762857	4.926192	7.752292	7.068188	1.87065	4.128468	4.363804	5.238576	6.824051	4.968413	7.572774	6.766217	6.83368	2.504269	8.520639	9.277352	6.059133	2.514837	8.108235	5.381632	7.772267	8.198201	6.110377	4.202209	3.628261	8.922352	7.47244	5.508748	4.58676	6.772995	6.08614	7.09817	7.658586	9.090699	6.415668	6.129722	5.229628	8.454115	3.458105	7.076552
"UBA644"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Anaerovoracaceae"	0	0	0	0.227624	0	0.251951	0	0.077533	1.189084	0	0	0.067426	0.042193	0.03559	0	0.691089	0.101691	0	0.032611	0	0.266505	0.034337	0	0.205624	0	0	0	0.033133	0.067799	0	0	0	0.155572	0.108608	0	0	0	0	0.052239	0	0	0.081067	0.206619	0.213129	0	0	0	0.106083	0	0	0	0	0	0	0	0	0	0	0	0.039969	0.076844	0	0	0.110249	0	0.188673	0.94519	0	0	0.032714	0	0	0	0	0	0	0.178351	0.069524	0	0.298248	0	0	0.344436	0.897124	0.043316	0	0.571166	0.135267	0.348088	0	0.73894	0.162721	0	0	1.060108	0.149655	0.240192
"Peptostreptococcaceae"	0	0	0.063554	0.237208	0.400557	0.183479	0.148685	0.10072	0.075049	0	0	0.083291	0.318882	0.05668	0	0.150124	0.055365	0.032872	0.029237	0	0	0.037607	0	0	0.310379	0	0	0	0.034229	0.093244	0.092661	0.036001	0.247084	0.478323	0.636643	0.039963	0.497014	0	0.080664	0.033339	0	0.463432	0.806829	1.030971	0.88937	0.130031	0	0	0	0	0.027885	0.722749	0.152231	0	0.093752	0	0	0.467619	0	0	0.260979	0.41876	0.122907	0.037604	0.282225	0.048347	0.354973	0.933548	0.492253	0	0	0.646115	0	0.333838	0	0	0	0	0.95973	0.079313	0.031942	0	0.221697	0	0	0.080975	0	0.061172	0.112893	0.643685	0.116037	0.084898	0	0.038611	0.180908	0	0.147445
"CAG-508"	0	0	0.825613	1.659259	0.868435	0	0	1.055751	0.039961	0	0	0	0	0	0	0	4.976102	0	0	0	1.424908	0.869864	0	1.551399	0	0	0	0	2.927218	0	0	0.046001	0.16879	3.334871	0	0	0	0	0	1.983249	0.387283	0	0	0	0.039289	0	0.075294	0	0	0	0	0	0.700567	0	0	0	0	0	0	0	0	0	2.865145	0	1.068473	0	1.490283	2.570653	1.535303	1.215523	0	0.544352	0	0	0	2.039264	2.336012	0	0	0	0	0	0	0	1.804824	0	1.53313	0	0.892171	0.35003	5.693882	0	0	0	2.167379	0	0
"UBA1255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Borkfalkiaceae"	0	0	0.188328	0.07847	0.729082	0.214059	0	0.049273	0	0	0	0	0	0	0	0.058669	0.938386	0	0	0	0.067746	0	0	0.26873	0	0	0	0	0.056609	0	0	0	0.062025	0.034963	0.142108	0	0	0	0	0	0	0	0	0.684213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141929	0	0	0.048708	0	0	0	0	0	0.306077	0.173038	0	0.123806	0	0	0	0	2.139502	0	0	0.605403	0.03274	0	0	0.163952	0	0	0	1.527513	0	0
"CAG-138"	0	0	0.482774	0.96261	0.549336	0	0	0	0	0	0	0	0	0	0	0	0.521451	0	0	0	0.864463	0	0	1.2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150938	0.972866	0	0	0.042165	0	0	0	0	0	0	0.605633	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131046	0	0	0	1.290291	0	0
"CAG-314"	0	0	0	0.746367	0	0	0	0	0	0	0	0	0	0	0	0	0.687547	0	0	0	0.941727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382934	0	0
"CAG-552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085175	0	0
