#Datasets	 AA_0001	 AA_0003	 AA_0004	 AA_0006	 AA_0008	 AA_0009	 AA_0010	 AA_0012	 AA_0013	 AA_0014	 AA_0015	 AA_0016	 AA_0017	 AA_0018	 AA_0019	 AA_0021	 AA_0023	 AA_0025	 AA_0026	 AA_0027	 AA_0030	 AA_0032	 AA_0033	 AA_0034	 AA_0035	 AA_0036	 AA_0037	 AA_0038	 AA_0039	 AA_0040	 AA_0041	 AA_0042	 AA_0043	 AA_0044	 AA_0045	 AA_0046	 AA_0047	 AA_0048	 AA_0049	 AA_0050	 AA_0052	 AA_0053	 AA_0054	 AA_0055	 AA_0057	 AA_0058	 AA_0060	 AA_0061	 AA_0062	 AA_0065	 AA_0071	 AA_0080	 AA_0092	 AA_0093	 AA_0096	 AA_0097	 AA_0098	 AA_0099	 AA_0100	 AA_0102	 AA_0103	 AA_0104	 AA_0105	 AA_0106	 AA_0109	 AA_0111	 AA_0112	 AA_0113	 AA_0115	 AA_0116	 AA_0117	 AA_0118	 AA_0119	 AA_0120	 AA_0121	 AA_0123	 AA_0125	 AA_0126	 AA_0127	 AA_0128	 AA_0129	 AA_0130	 AA_0131	 AA_0132	 AA_0133	 AA_0134	 AA_0135	 AA_0136	 AA_0137	 AA_0138	 AA_0139	 AA_0141	 AA_0142	 AA_0143	 AA_0151	 AA_0152	 AA_0153
"Longibaculum muris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Massiliomicrobiota sp002160815"	0	0	0	0	0	0	0	0	0.032201	0	0	0.050969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942177	0	0	0	0	0	0.072986	0	0	0	1.521147	0	0.29575	0	0	0	0	0	0	0.039641	0	0	0	0	0.411564	0	0	0	0	0	0	0	0	0	0	0.053466	0	0	0	0	0.15617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058637	0	0	0	0	0	0
"Massiliomicrobiota sp002160865"	0	0	0	0	0	0	0	0	0.056092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045473	0	0	0	0	0	0	0	0	0	0.060665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stoquefichus massiliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stoquefichus sp001244545"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0718	0	0	0	0	0	0	0	0	0	0.374854	0	0	0	0	0	0	0	0.05983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073636	0	0	0	0	0	0	0	0	0	0	0.153102	0.069881	0	0	0.044319	0	0	0	0	0	0	0	0	0	0	0
"CAG-536 sp000434355"	0	0	0	0	0	0	0	0	0	0.733152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467793	0	0	0	0	0	0	0
"CAG-536 sp900314505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dielma fastidiosa"	0	0	0	0	0	0	0	0	0	0	0	0	0.037732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061962	0	0	0	0	0	0	0	0	0	0
"Faecalicoccus pleomorphus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Faecalicoccus sp900546545"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.295029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Faecalitalea cylindroides"	0	0	0	0.054457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494075	0	0.196497	0	0	0	0	0	0.127789
"Holdemanella biformis"	0	0	0.045757	0	0	0	0	0.046894	0	0.051752	0.066516	0	0	0	0	0	0	0	0	0	0	0.839386	0	0	0	0.092414	0.059272	0	0.035327	0.048318	0	0	0.564525	0	0.885464	0.097592	0	0	0	0	0.074646	0	0	0	0	0	0	0	0	0.079154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060984	0	0.071869	0	0	0.120614	0	0	0.207064	0	0	0	0	0	0	0.381466	0.072203	0	0	0	0	0	0	0.617561	0.103781	0	0	0.173652	0	0
"Holdemanella sp002299315"	0	0	0.100171	0	0	0	0	0.364989	0	0.437974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14865	0	0	0.22738	0	0	0.125691	0	0	0.185204	0	0	0	0	0.103043	0	0	0	0	0	0	0	0	0.148413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147454	0	0.122099	0	0	0.155502	0	0	0.14848	0	0	0	0	0	0	0.128252	0.100362	0	0	0	0	0	0	0	0.205062	0	0	0.091799	0	0
"Holdemanella sp003436425"	0	0	0	0	0	0	0	0	0	0	0.60294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03581	0	0	0.421804	0	0	0	0.044425	0	0	0.034379	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046264	0	0	0	0	0
"Holdemanella sp003458715"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Holdemania filiformis"	0	0.108615	0	0	0.042522	0.357577	0	0	0	0	0	0	0.079751	0	0	0	0	0	0	0	0.095795	0	0	0	0	0.076242	0	0	0	0	0	0	0.053094	0.138016	0.821968	0	0	0	0	0	0	0	0.086503	0.113181	0	0	0.032618	0	0	0	0	0.252374	0	0	0	0	0.049105	0	0	0	0	0	0	0	0.074933	0	0	0	0	0	0.666176	0.241054	0.041866	0	0	0	0	0	0	0	0.041932	0.207781	0.300898	0	0	0	0	0.080429	0.052757	0	0	0	0	0	0	0.23937	0.089452
"Holdemania massiliensis"	0	0	0	0	0	0.457584	0	0	0.542225	0	0	0	0	0	0	0	0	0	0.33291	0	0	0	0.14734	0	0.074712	0	0.0461	0	0	0	0	0	0	0	0	0	0.112809	0.055175	0	0	0	0	0	0.143966	0	0	0	0.053188	0	0	0	0	0	0	0	0	0	0.052583	0	0	0.465091	0.279125	0.062187	0	0	0	0	0	0.034183	0	0	0.127054	0	0	0	0	0	0	0.049109	0	0	0	0	0.571849	0	0.810946	0.206539	0	0	0	0	0.205062	0	0	0	0	0
"Holdemania sp900120005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056537	0	0	0	0	0	0	0	0	0.097788	0	0	0	0	0	0	0	0.031547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054076	0	0	0	0	0	0	0	0	0	0.090854	0.031593	0	0	0	0	0.039512	0	0	0	0	0	0	0	0	0.031222	0
"Ileibacterium valens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Longicatena caecimuris"	0	0	0	0	0	0.710837	0	0.037515	0	0	0.042914	1.232443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035751	0	0	0	0.031025	0	0	0	0	0.041033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056183	0.701644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567662	0	0	0	0	0	0.043763	0	0	0	0	0
"Longicatena dolichum"	0	0	0	0	0	0	0	0	0	0	0	0.283253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056138	0	0	0	0	0	0	0	1.330403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036261	0	0	0	0	0
"Longicatena innocuum"	0	0	0	0	0	0.39499	0	0	0.147502	0	0.049351	0.946683	0.04888	0.123232	0.083979	0	0	0.042265	2.259718	0	0	0	0.47245	0	0	0.391604	0	0.121417	0	0	0.041765	1.584608	0	0	0	0	0.034271	0.666944	0.041603	0	0	1.219556	0.621511	2.878408	0.030205	3.458856	0	0	0	0	0.032253	0.057654	0	0.298092	0	0.996359	0	0	0	0.069578	0	0	0.135096	0.160277	0	0	0	0	0	0	0.599443	0	0	0	0	0	0	0	0	0	0.031949	0.291623	0.037818	0	0	0.098068	0.765093	0.041129	0	0	0	0.030009	0	0	0	0	0
"Longicatena sp000165065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035926	0	0	0	0	0	0	0	0	0.375569	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06123	0.69711	0.119519	0	1.281058	0	0	0	0	0	0.128363	0	0	0	0	0	0	0	0	0	0.057231	0	0.037551	0	0	0	0	0	0	0	0.049603	0	0.313887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Longicatena sp003433845"	0	0	0	0	0	0	0	0	0	0	0	3.397365	1.143097	0	0	0	0	0.783408	0	0	0	0	0	0	0	0	0	0	0	0	4.015369	0	0	0.220187	0.183529	0	0	0	0	0	0	0	0	0.067003	0	0	0	0	0	0	0.103003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621428	0	0	0	0	0	0	0	0.436002	0.260587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Longicatena sp003481775"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032333	0	0	0	0.033632	0	0	0.03119	0	0	0	0	0	0	0	0	0	0	0.035699	0	0	0	0	0	0	0.076963	0	0.037957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Longicatena sp900411325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.530429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045272	0	0	0	0	0	0	0	0	0	0	0	0	1.205044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Merdibacter massiliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090005	0	0	0	0	0	0	0	0	0	0.096439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OEMR01 sp900199515"	0	0	0	0	0	0	0	0	0	0	0	0.051804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Turicibacter sanguinis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275793	0	0	0	0	0	0.577521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.688006	0	0	0	0	0	0	0
"Turicibacter sp001543345"	0	0	0	0	0	0	1.994722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634089	0	0	0	0	0	0	0	0	0	0.622971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069618	0	0	0	0	0	0	0.669842	0	0	0	0	0	0	0.146159	0	0	0	0	0	0	0	0	0	0	0
"Carnobacterium divergens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064258	0	0	0	0	0	0	0	0.062926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus faecalis"	0	0	0	0	0	0	0	0	0	0	0	0.081049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206537	0	0	0	0	0.140909	0	0	0	0	0	0	0.063391	0	0	0	0	0	0	0.069137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147153	0	0	0	0	0	0	0	0.12138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_A avium"	0	0	0	0	0	0	0	0	0	0	0	0.329208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_B faecium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066149	0	0	0	0	0	0	0	0	0.105519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094321	0	0	0	1.203058	0.086431	0	0	0	0.068236	0	0	0	0	0	0.19763	0	0	0	0	0	0	0	0
"Enterococcus_B faecium_B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109343	0	0	0	0	0	0.832391	0	0	0	0	0	0	0	0
"Enterococcus_B hirae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.223819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_C asini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.524617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_D casseliflavus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_D sp002850555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus_G sulfureus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Companilactobacillus farciminis_A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047581	0	0	0	0
"Lacticaseibacillus paracasei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008025	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus rhamnosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus plantarum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05598	0	0.056864	0	0	0	0	0.299489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66897	0	0	0	0	0	0	0	0
"Lactobacillus acidophilus"	0	0	0	0	0.874949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus amylovorus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087963	0	0	0	0	0.634191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus delbrueckii"	0	0	0	0	0	0	0	0	0	0.204132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129283	0	0
"Lactobacillus gasseri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus kitasatonis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus paragasseri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216011	0	0	0	0	0	0.776303	0	0	0	0	0	0	0	0	0	0	0	0	0.052136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leuconostoc citreum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leuconostoc lactis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050828	0	0	0	0.504027	0	0	0	0	0.199186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leuconostoc lactis_A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ligilactobacillus agilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.069635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ligilactobacillus ruminis"	0	0	0	0.681357	0	0	0	0	0	0.918117	0	0	0	0	0	0	0	0	0	0.089314	0	0	0	0.755051	0	0	0	0	0.690289	0	1.070367	0	0	0	0	0	0	0	0	0	0.811366	0	0.586619	0	0	0	0	0	1.089186	0	0	0	0.785548	0	0	0	0	0	0.71529	0	0	0	1.042169	0	0	0	0	0	0	0.607405	0.83761	0	0	0	0	1.134309	0	0	0	0	0	0	0	0.45488	0	0	0.384343	0	0	0	0.649999	0	0	0	0.753513	0	0
"Ligilactobacillus salivarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568451	0	0	0	0	0.921126	0.176332	0	0	0	0	0	0	0	0	0	0	0	0	1.487006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.468922	0	0	0.217368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.575473	0	0	0	0	0
"Limosilactobacillus fermentum"	0	0	0	0	0	0	0	0	0	0.710151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limosilactobacillus mucosae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02868	0	0.090353	0	0	0.589361	0	0	0.855984	0	0	0	0	1.119292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
